coordinates,raffles_place_dist,one_north_dist,jurong_east_dist,orchard_dist,changi_dist,raffles_place_drive,one_north_drive,jurong_east_drive,orchard_drive,changi_drive
"(1.4512400619999999, 103.8194984)",41.63,50.97,37.4,37.6,59.55,37.97,41.12,36.17,34.38,44.12
"(1.392138285, 103.87249059999999)",51.05,55.3,78.38,47.02,53.33,22.0,30.3,33.78,18.35,27.52
"(1.3910358919999999, 103.9069091)",34.2,46.65,64.42,34.55,41.07,26.58,35.82,37.98,24.35,23.32
"(1.38835482, 103.9012709)",34.98,47.43,65.2,35.33,42.07,25.83,35.05,37.22,23.58,23.38
"(1.3926095619999999, 103.9015926)",31.97,45.5,65.6,33.55,43.63,27.32,36.53,38.7,25.07,21.78
"(1.384397167, 103.9008116)",37.78,50.23,67.38,38.13,44.7,25.32,34.55,36.72,23.27,24.1
"(1.396241314, 103.90263279999999)",34.92,47.37,65.13,35.27,41.35,26.17,35.38,37.55,24.05,20.75
"(1.3930097780000001, 103.9056495)",36.5,48.95,66.72,36.85,43.18,26.87,36.08,38.25,24.67,22.75
"(1.3875322819999998, 103.89296709999999)",31.57,45.1,57.52,33.15,49.48,25.45,33.75,37.23,21.92,24.02
"(1.3849628630000002, 103.898228)",34.52,46.97,64.73,34.87,45.55,25.62,34.83,37.0,23.13,23.8
"(1.389868754, 103.902651)",33.75,46.2,63.97,34.1,43.15,27.55,36.77,38.93,25.32,25.3
"(1.391342238, 103.89190359999999)",33.35,46.72,63.57,34.62,45.23,27.7,36.0,39.48,24.17,25.05
"(1.396803363, 103.8984973)",37.0,49.45,67.22,37.35,44.92,27.42,36.65,38.82,24.82,21.88
"(1.388296543, 103.87354599999999)",47.38,49.4,60.67,39.15,58.6,23.15,31.45,34.93,19.62,28.37
"(1.392023344, 103.9058975)",34.6,47.05,64.82,34.95,41.28,27.18,36.4,38.57,24.93,22.95
"(1.391397227, 103.89046640000001)",37.62,50.07,68.92,37.97,48.98,26.1,34.4,37.88,22.68,22.98
"(1.3960787719999999, 103.89672759999999)",34.15,46.72,66.78,34.62,43.97,28.27,37.5,39.65,25.68,22.62
"(1.390585781, 103.8916173)",35.13,48.27,65.35,36.17,48.17,25.93,34.23,37.72,22.38,23.27
"(1.388518203, 103.8910825)",34.75,47.2,65.85,36.05,47.75,27.68,35.97,39.47,24.13,25.03
"(1.384309487, 103.89762950000001)",32.43,44.88,62.65,32.78,49.25,25.57,34.8,36.97,23.48,24.03
"(1.391098224, 103.8857612)",33.25,45.7,64.35,35.48,46.98,25.85,34.13,37.63,22.45,24.15
"(1.392354298, 103.9062606)",34.93,47.38,65.15,35.28,41.62,26.68,35.92,38.08,24.45,22.28
"(1.38604164, 103.9029006)",36.45,48.9,66.67,36.8,44.65,26.03,35.25,37.42,23.78,23.37
"(1.390305511, 103.9001274)",32.17,45.7,63.72,33.75,42.57,26.33,35.57,37.72,24.13,23.58
"(1.3904541540000002, 103.9051029)",36.03,48.48,66.25,36.38,42.9,26.17,35.38,37.55,23.38,21.9
"(1.390811104, 103.8854962)",32.32,45.85,63.77,33.9,44.43,25.85,34.13,37.63,22.3,24.0
"(1.385087191, 103.898737)",35.67,48.12,65.88,36.02,48.37,25.18,34.42,36.58,23.53,24.2
"(1.383812737, 103.89880759999998)",34.5,46.95,64.72,34.85,44.13,25.43,34.67,36.82,23.18,22.93
"(1.384547358, 103.89881)",34.88,47.33,65.1,35.23,44.97,25.83,35.07,37.23,23.52,24.18
"(1.3858162440000001, 103.9002069)",36.6,49.05,68.15,38.28,45.02,25.55,34.77,36.93,23.22,23.02
"(1.383199995, 103.89743320000001)",32.48,45.05,62.7,33.88,44.3,27.0,35.88,38.4,24.05,26.02
"(1.391183805, 103.87394609999998)",40.32,52.77,72.1,42.55,50.62,23.2,31.5,34.98,19.72,27.17
"(1.3935997880000002, 103.876913)",38.62,51.07,71.27,40.85,48.92,24.43,32.72,36.22,20.77,26.38
"(1.3928336669999999, 103.876518)",36.72,49.17,69.37,38.95,47.02,23.77,32.07,35.55,20.18,26.97
"(1.39274604, 103.8774217)",37.53,49.98,70.18,39.77,47.83,24.73,33.03,36.52,21.18,26.93
"(1.389939204, 103.8764796)",36.97,49.42,69.62,39.2,47.27,23.65,31.95,35.43,20.37,27.67
"(1.3835119830000002, 103.896374)",31.0,44.53,56.95,32.58,48.92,26.37,35.17,37.75,23.33,25.18
"(1.384767061, 103.8959578)",31.82,45.35,63.58,33.4,49.73,25.93,34.73,37.32,22.92,24.77
"(1.382088599, 103.8959678)",31.73,45.27,57.68,33.32,48.12,26.12,34.42,37.7,22.58,25.33
"(1.381135032, 103.8968314)",33.33,45.9,67.23,33.8,44.35,25.22,34.1,36.62,22.27,24.23
"(1.385955885, 103.8946548)",30.03,43.57,55.98,31.62,47.95,25.93,34.23,37.72,22.32,24.4
"(1.3823366590000001, 103.8945108)",28.48,42.02,54.55,30.18,46.4,25.97,34.27,37.55,22.43,25.17
"(1.382137166, 103.8957423)",31.35,44.88,57.3,32.93,48.5,26.13,34.42,37.72,22.58,25.33
"(1.38233699, 103.8936078)",25.72,39.25,51.78,27.42,43.63,26.37,34.67,37.95,22.82,25.57
"(1.381833459, 103.8939094)",27.22,40.75,53.28,28.92,45.13,26.33,34.63,37.92,22.78,25.53
"(1.389195145, 103.8885985)",34.9,47.35,66.0,37.13,47.73,25.62,33.92,37.4,22.07,23.92
"(1.3888229159999999, 103.873859)",48.63,50.45,61.72,40.2,62.15,22.7,31.0,34.48,19.15,27.9
"(1.393429316, 103.9054421)",37.23,49.68,67.45,37.58,42.28,27.18,36.4,38.57,24.3,22.38
"(1.397638902, 103.8992874)",37.77,50.22,67.98,38.12,43.68,27.9,37.13,39.28,25.3,22.37
"(1.3877585019999998, 103.9077291)",36.92,49.37,67.13,37.27,43.78,24.72,33.95,36.1,22.48,23.05
"(1.386469231, 103.8954078)",30.1,43.63,65.77,31.68,43.7,26.48,35.08,37.88,23.35,23.95
"(1.386177785, 103.9026187)",36.82,49.27,67.03,37.17,44.0,26.28,35.5,37.67,24.02,23.62
"(1.39362917, 103.9000286)",33.13,45.58,63.35,33.48,41.38,27.25,36.3,38.63,24.45,21.7
"(1.3909484230000002, 103.90861240000001)",38.33,50.78,68.88,39.02,45.08,26.43,35.67,37.82,24.2,22.6
"(1.38841338, 103.90667619999999)",36.23,48.68,66.45,36.58,43.1,25.03,34.27,36.43,22.73,23.3
"(1.395816643, 103.9009302)",34.78,47.23,65.0,35.13,41.67,26.83,36.07,38.22,24.63,21.33
"(1.3937400830000002, 103.9034848)",36.35,48.8,66.57,36.7,44.6,26.97,36.2,38.35,24.73,22.8
"(1.388313116, 103.8939236)",33.17,45.73,63.5,33.63,48.08,25.65,33.95,37.43,22.35,23.23
"(1.3928418759999999, 103.8987023)",32.75,45.32,63.08,33.22,45.08,27.85,36.62,39.23,24.77,22.83
"(1.39158552, 103.8875199)",36.93,49.38,69.7,39.17,46.67,26.67,34.97,38.45,23.13,24.65
"(1.3886642880000002, 103.9007537)",35.45,47.9,65.67,35.8,42.53,25.57,34.8,36.97,23.4,23.2
"(1.383283171, 103.89964140000001)",35.95,48.4,67.4,37.53,44.27,24.35,33.57,35.73,22.15,24.12
"(1.393862322, 103.88854029999999)",36.7,49.15,69.52,38.93,46.7,26.95,35.25,38.73,23.42,24.83
"(1.388405238, 103.8913018)",35.05,47.5,65.53,35.67,45.37,27.48,35.78,39.27,23.95,24.85
"(1.384437299, 103.9013099)",35.6,48.05,65.82,35.95,44.4,25.7,34.92,37.08,23.38,24.23
"(1.392908499, 103.8906755)",36.22,48.67,66.43,36.57,50.88,26.43,34.73,38.22,22.88,22.6
"(1.390750815, 103.89794690000001)",31.98,45.52,57.93,33.57,43.7,26.88,35.7,38.27,23.8,23.23
"(1.392902775, 103.8974046)",31.37,44.9,57.32,32.95,43.22,27.9,37.08,39.28,25.25,22.37
"(1.3929347440000002, 103.8969182)",31.05,44.58,57.0,32.63,43.9,28.42,37.6,39.8,25.75,22.87
"(1.391683195, 103.89988029999999)",31.53,45.07,63.08,33.12,44.4,28.77,37.8,40.15,25.97,23.22
"(1.38215139, 103.9000751)",36.83,49.28,67.05,37.18,49.23,24.38,33.6,35.77,22.13,24.63
"(1.388079615, 103.89015309999999)",34.48,46.93,65.58,36.72,50.77,27.58,35.88,39.37,24.03,25.62
"(1.394570342, 103.8951053)",32.32,45.85,58.27,33.9,43.5,28.02,36.32,39.43,24.47,22.5
"(1.388256186, 103.9000179)",35.53,47.98,67.38,37.52,44.25,25.33,34.57,36.73,23.2,23.0
"(1.3882037090000001, 103.8897192)",34.4,46.85,65.5,36.63,50.17,27.07,35.37,38.85,23.53,25.1
"(1.369787411, 103.8727427)",38.35,48.12,62.28,34.32,50.03,18.9,27.2,30.68,15.37,30.22
"(1.36847951, 103.87266290000001)",39.6,49.35,63.0,39.1,51.7,18.98,27.27,30.77,15.43,30.63
"(1.35047536, 103.876133)",23.45,36.15,48.3,24.82,39.07,19.12,27.4,29.97,15.72,28.72
"(1.3576350480000001, 103.8720908)",27.55,34.85,48.25,23.52,39.23,17.63,25.92,29.42,14.08,28.88
"(1.354052552, 103.8725245)",23.33,35.27,47.42,23.93,38.18,17.73,26.02,29.52,14.25,28.23
"(1.353493566, 103.86704549999999)",27.1,34.4,46.55,23.07,40.88,16.95,25.25,28.73,13.42,29.65
"(1.350867126, 103.8753439)",21.68,34.38,46.53,23.05,37.3,19.92,28.22,30.78,16.38,29.38
"(1.353475064, 103.87339229999999)",23.48,35.28,47.43,23.95,34.72,19.02,27.32,29.88,15.48,29.62
"(1.365628235, 103.8718313)",30.35,43.03,55.45,33.82,46.78,20.17,28.47,31.95,16.62,30.47
"(1.370594509, 103.875782)",39.1,45.1,57.52,35.07,52.78,21.45,29.75,33.23,17.97,30.53
"(1.371710714, 103.8712337)",36.55,47.55,67.98,32.52,52.23,20.12,28.42,31.9,16.57,31.92
"(1.371957256, 103.8752672)",39.15,45.97,58.38,35.12,56.6,19.68,27.97,31.47,16.13,28.67
"(1.356470981, 103.8711268)",26.93,34.23,47.63,22.9,38.62,18.88,27.17,30.67,13.22,28.02
"(1.367595486, 103.8709178)",41.78,51.53,65.18,41.28,53.88,20.02,28.3,31.8,16.47,31.17
"(1.34993697, 103.8695629)",25.62,31.68,43.5,26.32,39.18,18.5,26.38,29.72,14.85,30.3
"(1.372355941, 103.8708478)",36.78,47.78,68.22,32.75,52.47,20.57,28.85,32.35,17.02,32.37
"(1.355017626, 103.86836770000001)",29.25,36.33,48.75,25.92,44.2,17.98,26.28,29.77,14.47,29.93
"(1.354929782, 103.87363990000001)",25.67,36.07,47.72,24.73,40.4,19.3,27.58,30.15,15.75,29.88
"(1.3547995380000002, 103.8695343)",28.55,35.4,49.03,26.2,39.78,17.42,25.72,29.2,13.88,29.33
"(1.3472473130000002, 103.873453)",21.08,37.0,51.65,22.78,42.35,17.03,25.33,27.9,13.48,27.82
"(1.346658249, 103.8729046)",21.75,37.67,52.32,23.45,41.15,17.23,25.52,28.08,13.68,28.03
"(1.347795057, 103.87602209999999)",21.78,36.12,48.27,24.67,35.2,17.68,25.98,28.53,14.12,27.18
"(1.34920192, 103.8758597)",22.1,34.8,46.95,23.47,37.72,18.2,26.5,29.07,14.67,28.2
"(1.3731586980000001, 103.87067590000001)",38.13,47.88,64.87,34.1,53.17,19.55,27.85,31.33,16.08,31.43
"(1.3746189309999999, 103.8725735)",36.15,46.13,61.03,32.12,48.48,20.05,28.35,31.83,16.5,30.97
"(1.3568009090000002, 103.8730511)",28.07,35.37,48.98,24.03,44.55,18.9,27.2,30.68,15.37,29.22
"(1.34964854, 103.8702122)",24.42,32.98,44.8,25.12,39.37,18.27,26.13,29.47,14.8,30.25
"(1.3552085280000001, 103.8723656)",26.23,34.03,47.43,22.7,38.42,17.75,26.05,29.53,14.2,28.87
"(1.3735653540000001, 103.87453719999999)",36.3,46.97,61.87,32.97,49.32,21.18,29.48,32.97,17.65,29.03
"(1.3673892319999998, 103.87363549999999)",39.88,49.63,63.28,39.38,51.98,20.97,29.27,32.75,17.22,31.23
"(1.3664506330000001, 103.8721108)",36.37,49.23,60.72,38.98,48.47,20.53,28.82,32.32,17.15,31.15
"(1.354295429, 103.8691696)",28.82,38.45,50.6,27.12,43.77,16.78,25.08,28.57,13.32,29.55
"(1.3542541909999999, 103.868543)",26.18,38.43,50.58,27.1,43.35,16.43,24.73,28.22,12.97,29.2
"(1.351205269, 103.8677695)",27.93,35.22,47.03,23.9,41.72,17.98,26.28,29.77,14.42,30.57
"(1.357828983, 103.9457929)",35.17,63.62,68.92,46.42,18.93,29.1,37.02,39.18,25.55,16.35
"(1.3527432869999998, 103.9503836)",36.07,58.47,69.93,47.28,21.62,28.17,36.08,38.25,24.62,13.6
"(1.357864662, 103.9475346)",36.62,60.78,72.45,46.15,18.07,28.35,36.28,38.45,24.82,15.6
"(1.356856375, 103.9546293)",40.88,66.72,68.12,54.03,12.3,29.02,36.95,39.1,25.48,14.47
"(1.3530436730000002, 103.9359656)",37.15,60.28,73.13,48.4,25.0,26.17,34.08,36.25,22.62,17.08
"(1.347972295, 103.9368382)",35.6,58.22,64.68,50.6,21.92,24.95,32.88,35.05,21.42,16.48
"(1.353407499, 103.95220970000001)",36.28,58.68,70.15,47.53,16.57,27.4,35.32,37.48,23.85,12.83
"(1.351990585, 103.9357495)",35.23,58.37,71.22,46.48,25.52,26.25,34.17,36.33,22.8,17.27
"(1.349881277, 103.9545963)",40.25,63.52,76.02,49.78,21.32,28.07,35.98,38.15,24.52,14.47
"(1.346298136, 103.9475098)",39.1,61.0,72.35,52.88,28.53,26.32,34.23,36.4,22.77,15.27
"(1.350860056, 103.95235240000001)",36.6,59.97,71.0,51.0,18.9,26.92,34.85,37.02,23.38,12.37
"(1.351149909, 103.95479250000001)",37.77,60.9,74.32,49.02,17.87,27.73,35.67,37.83,24.2,15.13
"(1.3525173990000001, 103.93154670000001)",41.12,63.58,74.9,52.37,25.13,26.83,34.97,37.13,23.5,18.57
"(1.3526852809999999, 103.9320065)",40.78,63.62,75.17,52.03,24.8,26.67,34.78,36.95,23.32,18.38
"(1.3467161630000002, 103.9455214)",37.1,59.0,70.35,51.73,24.58,25.35,33.27,35.43,21.67,14.25
"(1.351717551, 103.951966)",36.27,58.67,70.13,47.52,20.83,27.2,35.13,37.3,23.67,12.65
"(1.354338515, 103.9500295)",37.25,59.65,71.12,47.78,19.78,28.22,36.15,38.32,24.68,14.17
"(1.352215416, 103.93138590000001)",38.12,63.12,74.48,49.37,25.8,25.87,34.32,36.48,22.85,18.07
"(1.3464948380000001, 103.9360476)",31.73,54.87,62.15,48.07,18.15,23.83,31.77,33.92,21.97,17.05
"(1.35551796, 103.9540092)",37.02,60.15,67.03,52.95,11.22,28.65,36.57,38.73,25.12,14.1
"(1.351917436, 103.9528322)",38.15,61.43,72.55,51.77,17.8,27.78,35.7,37.87,24.25,13.23
"(1.348852774, 103.9547046)",38.2,62.68,76.03,47.73,23.75,27.32,35.23,37.4,23.98,13.92
"(1.351145691, 103.9591245)",40.22,62.62,76.82,53.1,23.2,29.02,36.95,39.1,25.48,14.47
"(1.353589484, 103.9353062)",41.1,59.97,75.02,52.75,24.82,27.48,35.42,37.57,23.95,19.02
"(1.35768612, 103.9606207)",42.0,64.38,75.13,60.28,22.32,28.43,36.35,38.52,24.88,13.0
"(1.3576478769999998, 103.936891)",40.73,63.13,78.25,51.98,23.77,27.68,35.6,37.77,24.13,17.23
"(1.356557204, 103.93715999999999)",37.95,60.35,75.47,49.2,23.98,27.65,35.58,37.73,24.12,17.2
"(1.356251228, 103.9615766)",46.05,70.75,77.42,59.2,24.42,28.87,36.78,38.95,25.32,13.63
"(1.348013892, 103.9319167)",34.13,53.52,71.4,49.28,21.27,25.38,33.3,35.47,22.15,17.15
"(1.355603532, 103.95465209999999)",38.82,64.65,66.05,51.97,10.23,28.5,36.42,38.58,24.95,13.93
"(1.346813183, 103.9348873)",33.13,55.38,63.78,49.7,19.13,25.95,33.87,36.03,22.42,17.48
"(1.347313666, 103.9556785)",34.15,58.83,67.9,42.47,18.2,25.35,33.28,35.45,21.82,14.07
"(1.354684946, 103.93573719999999)",43.37,62.35,78.65,54.62,24.48,27.08,35.02,37.17,23.55,17.42
"(1.348631074, 103.94029040000001)",34.77,58.7,65.77,51.68,23.0,24.68,32.6,34.77,21.13,16.22
"(1.3448886759999998, 103.95324129999999)",29.7,52.57,63.45,38.58,16.12,25.85,33.77,35.93,22.22,14.65
"(1.350689363, 103.9339915)",36.32,57.5,72.3,47.57,24.5,26.38,34.3,36.47,22.83,17.9
"(1.3520468540000001, 103.933462)",43.13,61.27,76.65,54.38,27.3,27.0,35.08,37.25,23.62,18.68
"(1.3459733630000001, 103.94021059999999)",33.07,58.77,60.3,46.22,16.3,24.37,32.28,34.45,20.87,15.93
"(1.356984507, 103.9353345)",44.02,64.82,79.3,55.27,27.42,28.07,35.98,38.15,24.52,17.62
"(1.352311805, 103.9327843)",41.98,62.35,75.5,53.23,26.27,26.65,34.73,36.9,23.27,18.33
"(1.356910593, 103.9366329)",39.45,62.58,76.97,54.85,25.57,27.55,35.48,37.63,24.02,17.1
"(1.359966245, 103.9515878)",43.68,68.33,78.97,54.32,17.77,28.75,36.68,38.85,25.22,14.2
"(1.348687161, 103.9504503)",38.65,60.55,73.05,50.38,23.92,26.62,34.53,36.7,23.1,12.85
"(1.354435501, 103.9522862)",36.98,59.38,70.85,48.23,16.2,28.08,36.0,38.17,24.4,13.4
"(1.342552189, 103.9560409)",31.33,54.2,65.08,40.22,11.75,25.58,33.5,35.67,22.03,14.92
"(1.3453066180000002, 103.953188)",30.95,53.82,64.7,39.83,17.27,25.62,33.53,35.7,22.07,14.5
"(1.3462669409999999, 103.95596479999999)",33.3,57.98,67.05,41.62,17.35,25.08,33.0,35.17,21.52,13.77
"(1.35185623, 103.932939)",41.87,61.32,75.38,53.12,27.65,26.82,34.9,37.07,23.43,18.5
"(1.349831891, 103.9395686)",35.15,57.52,71.3,46.4,24.17,25.17,33.08,35.25,22.43,16.4
"(1.34216114, 103.95048990000001)",32.33,55.47,66.08,41.22,16.53,25.52,33.43,35.6,21.97,16.35
"(1.3415310040000001, 103.956986)",31.93,54.8,64.43,39.57,11.25,25.73,33.65,35.82,22.18,13.97
"(1.354615167, 103.9471166)",31.08,53.95,64.83,39.97,21.37,27.45,35.38,37.55,23.92,14.35
"(1.3408499109999998, 103.95143370000001)",29.9,52.77,63.65,38.78,16.02,25.1,33.02,35.18,21.55,15.93
"(1.341821167, 103.952586)",27.48,50.35,61.23,36.37,14.05,24.97,32.9,35.05,21.4,15.78
"(1.362380613, 103.9514922)",45.48,70.32,79.0,59.83,23.65,29.37,37.28,39.45,25.82,14.8
"(1.351145702, 103.9611349)",40.68,63.08,77.3,53.58,23.72,28.92,36.85,39.02,25.38,14.37
"(1.355617565, 103.9622579)",47.95,70.48,79.38,59.2,24.13,29.65,37.57,39.73,26.05,14.37
"(1.3453511569999999, 103.9601209)",37.65,60.78,74.33,48.68,15.6,25.93,33.85,36.02,22.38,14.65
"(1.347495105, 103.9407628)",34.97,59.72,68.25,49.8,21.12,24.73,32.67,34.83,21.2,16.27
"(1.3589447819999998, 103.93716090000001)",38.82,61.22,76.33,50.07,24.85,28.2,36.13,38.3,24.68,17.77
"(1.345170371, 103.95967590000001)",37.63,60.77,74.9,47.7,14.88,25.72,33.65,35.82,22.17,14.42
"(1.357503857, 103.93755970000001)",40.77,63.17,78.28,56.65,24.97,28.1,36.02,38.18,24.55,17.65
"(1.3506989059999999, 103.9575157)",40.33,63.38,73.85,54.47,21.12,28.65,36.57,38.73,25.1,14.1
"(1.343465123, 103.9554482)",29.87,52.73,63.62,38.75,13.77,25.3,33.22,35.38,21.75,14.63
"(1.353235727, 103.94994659999999)",36.52,59.98,71.45,46.05,17.95,28.05,35.98,38.15,24.55,13.55
"(1.345530161, 103.9592488)",34.3,57.35,67.82,45.55,17.22,24.78,32.72,34.88,21.4,13.65
"(1.3546848619999998, 103.93650290000001)",43.1,62.08,78.38,53.83,25.3,27.65,35.57,37.73,24.1,17.97
"(1.35132562, 103.93692109999999)",36.38,59.52,72.3,47.63,24.47,26.92,34.83,37.0,23.37,18.13
"(1.35696782, 103.9386677)",38.95,61.35,76.47,53.82,23.73,27.08,35.0,37.17,23.45,16.13
"(1.3424770990000001, 103.9585391)",32.47,58.22,66.22,43.72,10.47,26.35,34.27,36.43,22.82,14.47
"(1.3427386959999998, 103.95897629999999)",35.47,58.6,72.73,46.72,12.52,26.62,34.53,36.7,23.1,14.75
"(1.3632387069999998, 103.9516247)",46.35,70.13,80.6,61.63,24.9,29.07,36.98,39.15,25.52,14.52
"(1.345184289, 103.9497933)",36.4,60.88,74.05,45.93,23.05,26.8,34.73,36.88,23.32,14.32
"(1.347782639, 103.9315935)",33.67,52.5,70.93,48.27,20.8,25.28,33.2,35.37,21.72,16.72
"(1.352570368, 103.9572573)",37.38,60.52,74.65,48.63,16.57,27.57,35.5,37.65,24.17,13.15
"(1.347239555, 103.9416375)",34.35,60.42,68.1,50.1,21.42,25.28,33.22,35.37,21.77,16.75
"(1.354303068, 103.9359001)",42.63,62.27,76.15,54.53,23.8,27.25,35.17,37.33,23.7,17.57
"(1.3494357119999998, 103.9407348)",34.9,57.3,72.42,46.15,23.97,25.83,33.77,35.93,22.3,15.55
"(1.35017819, 103.94119350000001)",36.82,59.95,72.8,48.07,23.57,25.93,33.85,36.02,22.38,15.65
"(1.337783376, 103.8525075)",22.28,34.52,48.5,18.25,52.28,17.1,21.75,23.9,12.77,28.33
"(1.330293034, 103.8591658)",22.9,36.25,60.1,18.87,41.07,17.9,22.73,24.88,9.95,23.08
"(1.333992975, 103.8798927)",22.68,43.82,57.32,30.82,33.7,16.28,24.58,27.15,12.75,25.63
"(1.339507531, 103.8559142)",24.9,36.18,67.07,20.87,55.28,16.72,21.5,24.45,12.58,27.67
"(1.33372866, 103.8798985)",22.12,43.37,56.75,30.37,33.13,16.32,24.62,27.17,12.78,25.67
"(1.330939337, 103.8581819)",26.17,39.75,51.9,22.13,43.3,17.78,22.6,24.77,12.9,27.4
"(1.33291837, 103.8567631)",19.33,33.42,47.4,15.3,49.65,16.9,22.13,24.3,12.42,26.5
"(1.333789077, 103.8517453)",18.68,32.37,46.35,14.65,47.92,17.95,21.92,24.08,12.2,27.55
"(1.339195454, 103.8544509)",23.03,34.32,50.3,19.0,52.77,17.07,22.07,24.75,12.35,26.85
"(1.34128334, 103.8446055)",20.25,29.98,41.87,16.22,44.13,18.5,20.32,23.62,11.73,28.87
"(1.338216538, 103.8440641)",20.12,29.15,41.03,16.08,44.0,17.67,19.93,22.43,10.55,27.67
"(1.340472872, 103.8461425)",16.58,27.0,43.57,12.55,40.47,17.53,20.48,23.02,11.13,28.25
"(1.340631407, 103.84430520000001)",20.35,30.08,41.97,16.32,44.23,18.47,20.3,23.6,11.72,28.83
"(1.340020636, 103.84541379999999)",18.5,25.73,37.35,14.47,42.38,18.3,19.77,23.07,11.2,28.32
"(1.34240197, 103.8452265)",21.42,31.87,43.75,17.38,45.3,17.7,21.15,23.72,11.83,28.73
"(1.341237271, 103.8462025)",17.72,29.83,41.72,13.68,41.6,16.88,19.92,22.28,10.47,27.58
"(1.33146601, 103.8450546)",18.93,32.47,55.43,14.9,46.2,17.43,20.05,22.2,10.35,27.47
"(1.334423732, 103.8686968)",19.53,36.18,51.45,23.58,43.07,13.4,21.7,24.25,10.23,25.32
"(1.331800783, 103.8672428)",18.77,35.42,50.68,22.82,42.57,13.13,21.43,24.0,9.75,24.83
"(1.3426167340000001, 103.85645490000002)",22.98,38.1,50.25,18.95,47.03,18.67,21.23,24.97,14.53,29.63
"(1.341004936, 103.8544125)",23.37,34.65,50.13,19.33,50.93,17.4,22.42,25.15,13.27,28.35
"(1.34148414, 103.8490677)",21.23,33.35,45.23,17.2,45.12,17.0,20.45,23.0,11.13,28.03
"(1.341893618, 103.8452078)",20.48,30.93,42.82,16.45,44.37,18.28,21.72,24.28,12.48,29.38
"(1.335853855, 103.87893270000001)",23.17,45.8,57.8,23.0,34.18,14.88,23.18,25.73,12.07,25.35
"(1.330277548, 103.84244890000001)",21.63,33.68,55.55,20.77,48.52,19.57,22.17,24.33,12.45,29.58
"(1.3310627590000002, 103.855267)",20.0,35.58,50.85,15.97,47.88,16.32,23.77,25.93,12.67,25.82
"(1.332620199, 103.8655135)",17.92,38.87,52.73,23.05,43.48,13.93,22.23,24.78,10.38,25.48
"(1.336268211, 103.8583152)",24.62,38.15,54.22,20.58,55.0,18.65,23.47,25.63,13.75,28.25
"(1.3306853490000001, 103.842659)",21.12,33.17,55.03,20.25,48.0,18.45,21.05,23.22,11.85,28.97
"(1.332907621, 103.8661688)",18.78,39.73,53.6,22.4,44.35,13.65,21.95,24.5,10.12,25.2
"(1.334474892, 103.8662865)",21.83,42.83,57.5,23.53,47.22,13.82,22.1,24.67,10.87,25.95
"(1.33980524, 103.8462812)",16.58,27.0,43.57,12.55,40.47,17.75,20.7,23.22,11.2,28.32
"(1.3346408440000002, 103.8491655)",19.47,33.0,54.77,15.43,46.73,17.55,20.17,22.32,10.45,27.43
"(1.337233443, 103.85884109999999)",27.92,40.73,66.22,23.88,57.42,17.85,22.67,24.83,13.28,27.77
"(1.331659373, 103.8577615)",22.72,39.02,52.27,18.68,45.68,17.93,22.77,24.92,12.7,27.2
"(1.336486552, 103.8511223)",22.25,32.67,44.27,18.22,49.72,17.05,20.72,22.88,11.0,26.75
"(1.33328783, 103.84616559999999)",16.03,26.45,51.07,12.0,43.3,16.38,18.98,21.15,9.28,26.4
"(1.441897301, 103.7743738)",59.4,48.75,35.23,55.37,77.32,35.83,31.53,26.58,26.9,41.85
"(1.443151211, 103.7751648)",59.87,55.05,39.77,55.83,89.37,35.87,31.57,26.62,28.5,43.45
"(1.439938288, 103.7766948)",53.18,49.93,36.42,49.15,72.5,35.57,31.27,26.32,28.2,43.13
"(1.442072976, 103.776354)",55.57,50.3,36.78,51.53,77.08,36.05,31.75,26.8,28.68,43.63
"(1.4464089119999999, 103.7722025)",57.67,54.57,39.28,53.63,75.58,36.92,32.6,27.65,28.7,43.65
"(1.442985955, 103.7723427)",54.13,50.28,36.63,50.1,76.12,36.25,31.95,27.0,28.88,43.83
"(1.440514129, 103.7786216)",49.1,49.3,36.07,45.07,69.65,36.22,31.92,26.97,28.83,43.78
"(1.441925602, 103.77815840000001)",56.38,51.5,37.12,52.35,73.45,36.27,31.97,27.02,28.9,43.8
"(1.436117888, 103.7740844)",54.35,49.32,34.08,50.32,71.23,35.78,31.48,26.53,28.42,43.37
"(1.435982685, 103.7819327)",46.82,45.57,33.78,42.78,72.33,35.52,31.22,26.27,28.15,42.22
"(1.443558254, 103.77201540000002)",54.72,52.5,37.22,50.68,76.63,36.37,32.07,27.12,29.0,43.95
"(1.4334853730000001, 103.8011804)",50.08,59.42,41.45,46.05,68.85,33.53,35.7,30.75,30.07,39.82
"(1.44314929, 103.7930551)",54.3,51.82,38.03,50.27,74.68,36.47,35.35,30.4,32.13,42.52
"(1.441940096, 103.7720532)",52.18,48.98,34.68,48.15,75.77,36.2,31.9,26.93,28.82,43.77
"(1.443204388, 103.7989757)",46.4,49.72,36.2,42.37,64.32,36.35,36.03,31.08,32.82,42.55
"(1.447512124, 103.8002822)",49.72,59.05,39.68,45.68,72.68,36.72,36.28,31.33,33.17,42.9
"(1.443437705, 103.7922554)",56.12,53.63,39.85,52.08,76.07,36.67,34.88,29.93,31.65,42.9
"(1.442533302, 103.79770620000001)",48.27,51.58,38.07,44.23,66.18,36.13,35.2,30.25,32.13,42.33
